"stars","score","score_location","score_cleaning","score_service","score_value_money","ranking","price_range","opinions","opinions_excellent","opinions_good","opinions_normal","opinions_bad","opinions_awful","num_qa","nearby_restaurants","nearby_attractions","zone","latitude","longitude","has_swimming_pool","has_bar","has_restaurant","has_breakfast","has_gym","has_reception_24h","has_ac","has_strongbox","admits_pets","rooms","suites","sea_views_rooms","non_smoking_rooms","landmarks_views_rooms","city_views_rooms","family_rooms","style","tripadvisor_clasification","language_spanish","language_catalan","language_french","language_english","language_italian","language_bulgarian","language_russian","language_portuguese","prat_distance","price_range_disc","district"
4,3.5,4,4,3.5,4,169,243,67,17,21,11,9,9,9,330,40,"El Ensanche (Eixample)",41.403343,2.173636,"False","False","False","False","False","True","True","False","False",3,"False","False","True","False","False","False","",100,"True","True","False","False","False","False","False","False",14,"Caro","Eixample"
NA,3.5,4.5,4.5,4,4,418,54.5,47,11,16,9,6,5,0,151,26,"Sants-Montjuïc",41.375301,2.135366,"False","False","False","True","False","True","True","False","False",80,"False","False","True","False","False","False","",100,"True","True","True","True","True","False","False","True",10,"Barato","Sants-Montjuïc"
2,4.5,4,5,5,5,17,84.5,271,200,60,9,2,0,19,230,14,"El Ensanche (Eixample)",41.389519,2.143798,"False","False","False","True","False","True","True","True","False",11,"False","False","True","False","False","True","Moderno",86,"True","True","True","True","True","False","True","True",11,"Medio","Eixample"
2,3.5,4.5,4,5,NA,434,58.5,11,3,4,3,0,1,1,389,51,"Sants-Montjuïc",41.374981,2.16074,"False","False","False","False","False","False","True","False","True",10,"False","False","False","False","False","False","",100,"False","False","False","False","False","False","False","False",11,"Barato","Sants-Montjuïc"
4,4.5,4.5,4.5,4.5,4,61,99,1319,859,321,71,43,25,36,329,38,"El Ensanche (Eixample)",41.37915,2.156033,"True","True","False","True","False","True","True","True","False",87,"True","False","True","False","False","False","Moderno",100,"True","True","True","True","False","False","False","True",11,"Medio","Eixample"
3,3.5,4.5,4,3.5,3.5,261,123.5,70,18,25,16,7,4,7,766,323,"Ciutat Vella",41.382214,2.173097,"False","False","False","False","False","False","True","True","False",5,"False","False","True","False","False","True","Céntrico",100,"True","True","True","True","True","False","False","False",12,"Medio","Ciutat Vella"
3,5,5,5,4.5,4.5,2,225.5,771,644,116,6,1,4,19,652,296,"Ciutat Vella",41.385567,2.174231,"True","False","False","False","False","False","True","True","False",30,"False","False","True","True","True","True","Moderno",100,"True","False","False","True","False","False","True","False",12,"Caro","Ciutat Vella"
4,5,5,5,5,4.5,7,204.5,923,796,103,16,4,4,37,727,328,"Ciutat Vella",41.380844,2.177336,"True","False","False","False","True","True","True","True","False",32,"True","False","True","False","False","False","Hotel histórico",100,"True","True","True","True","True","False","False","False",12,"Caro","Ciutat Vella"
5,4.5,5,5,4.5,4.5,17,276.5,3008,2310,542,104,28,24,77,720,329,"Ciutat Vella",41.384933,2.177631,"True","True","True","True","True","True","True","True","False",146,"True","False","True","True","True","False","Vistas a la ciudad",100,"True","True","True","True","True","False","False","False",13,"Caro","Ciutat Vella"
4,4.5,5,4.5,4.5,4.5,43,177,1739,1171,480,62,15,11,44,694,304,"Ciutat Vella",41.384731,2.174484,"True","True","True","True","False","True","True","True","False",71,"True","False","True","False","False","True","Céntrico",100,"True","True","True","True","False","False","False","False",12,"Caro","Ciutat Vella"
3,4.5,4.5,5,4.5,4.5,19,94.5,374,240,114,18,2,0,10,576,109,"El Ensanche (Eixample)",41.391129,2.158141,"False","False","False","True","False","False","True","True","False",8,"False","False","True","False","False","False","Moderno",100,"True","False","False","True","False","False","False","False",12,"Medio","Eixample"
4,4.5,4.5,4.5,4.5,4,58,164,764,459,234,46,16,9,39,476,202,"Ciutat Vella",41.378773,2.178722,"True","True","True","True","False","True","True","True","False",41,"True","False","True","False","False","False","Tranquilo",100,"True","False","True","True","False","False","False","False",12,"Caro","Ciutat Vella"
5,4.5,5,5,4.5,4.5,41,217.5,1103,811,204,55,19,14,32,697,265,"Ciutat Vella",41.382896,2.171704,"True","True","True","True","True","False","True","True","False",31,"True","False","True","False","False","False","Boutique",100,"False","False","False","True","False","False","False","False",12,"Caro","Ciutat Vella"
4.5,4.5,5,4.5,4.5,4,34,192.5,2631,1740,681,145,36,30,64,557,203,"Ciutat Vella",41.386311,2.170971,"False","True","True","True","False","True","True","True","False",113,"True","False","True","False","False","False","Vistas fantásticas",100,"False","True","True","True","False","False","False","False",12,"Caro","Ciutat Vella"
4,4.5,4.5,4.5,4.5,4.5,30,182.5,462,324,118,15,4,1,10,345,68,"El Ensanche (Eixample)",41.392525,2.175273,"False","False","False","False","False","True","True","True","False",27,"True","False","True","False","False","True","Negocios",100,"True","False","False","True","True","False","False","False",13,"Caro","Eixample"
3,4.5,4.5,4.5,4.5,4.5,79,183,924,569,270,57,18,10,12,398,87,"El Ensanche (Eixample)",41.391151,2.171731,"False","True","True","True","False","True","True","True","False",48,"True","False","True","False","False","True","Clásico",100,"True","False","True","True","True","False","False","False",13,"Caro","Eixample"
4,4.5,4.5,4.5,4.5,4.5,126,127.5,322,169,115,23,8,7,14,309,41,"El Ensanche (Eixample)",41.387756,2.151216,"True","False","False","True","False","True","True","True","False",26,"True","False","True","False","False","True","De gama media",100,"True","True","True","True","True","False","True","False",12,"Medio","Eixample"
1,4.5,3.5,4.5,4.5,4.5,33,83.5,204,117,65,15,6,1,15,108,20,"El Camp d'en Grassot i Gràcia Nova",41.409798,2.160893,"False","False","False","False","False","True","True","True","False",24,"True","False","True","False","False","False","Familiar",100,"True","True","True","True","True","False","False","False",14,"Medio","Gràcia"
5,4.5,4.5,4.5,4.5,4,74,260.5,2517,1553,573,231,89,72,50,419,100,"El Ensanche (Eixample)",41.394474,2.164995,"True","True","True","True","True","True","True","True","True",124,"True","False","True","False","False","False","Ecológico",100,"True","True","True","True","False","False","False","False",13,"Caro","Eixample"
5,4.5,5,5,4.5,4.5,62,367,425,330,54,20,12,9,11,442,120,"El Ensanche (Eixample)",41.393772,2.162411,"False","True","True","True","True","False","True","True","False",84,"True","False","True","False","False","False","Con encanto",100,"False","True","False","True","False","False","False","False",13,"Lujo","Eixample"
3,4,4,4.5,4.5,4,121,95,780,356,300,82,22,20,32,114,12,"Sant Martí",41.408257,2.185984,"True","False","False","True","False","True","True","True","False",47,"False","False","True","False","False","False","De gama media",100,"True","True","True","True","True","False","True","False",15,"Medio","Sant Martí"
4,4,4.5,4.5,4.5,4.5,125,98.5,1636,713,674,187,42,20,47,381,70,"Sants-Montjuïc",41.374809,2.166196,"False","False","False","True","False","True","True","True","False",64,"True","False","True","False","False","True","",100,"False","False","True","False","False","False","False","False",11,"Medio","Sants-Montjuïc"
3,4.5,4.5,4.5,4.5,4.5,35,121,217,140,54,14,1,8,4,484,53,"El Ensanche (Eixample)",41.394348,2.150935,"False","False","False","True","False","False","True","True","False",9,"False","False","True","False","False","True","Negocios",100,"True","True","False","True","False","False","False","True",12,"Medio","Eixample"
NA,4.5,5,4.5,4.5,4.5,49,215,339,219,90,21,7,2,4,567,203,"Ciutat Vella",41.378452,2.173711,"False","False","False","True","False","False","True","True","False",10,"False","False","True","False","False","False","Familiar",100,"True","True","True","True","True","False","True","False",12,"Caro","Ciutat Vella"
4,4.5,4.5,5,4.5,4.5,56,512.5,177,127,35,11,2,2,8,136,15,"Poblenou",41.398285,2.205242,"False","False","False","False","False","False","True","True","False",11,"False","False","True","False","False","True","Moderno",91,"False","False","False","True","False","False","False","False",15,"Lujo","Sant Martí"
2,4.5,4.5,5,4.5,4.5,32,80,430,251,140,28,8,3,10,432,46,"Sant Gervasi-Galvany",41.396458,2.150735,"False","False","False","True","False","False","True","True","False",11,"False","False","True","False","False","False","Barrio residencial",100,"True","True","True","True","False","False","False","False",12,"Medio","Sarrià"
4,4,4.5,4.5,4,4,120,142.5,1533,674,549,214,68,30,35,555,119,"El Ensanche (Eixample)",41.391014,2.159505,"True","True","True","True","True","True","True","True","False",111,"True","False","True","False","False","True","Familiar",100,"False","False","False","True","False","False","False","False",12,"Medio","Eixample"
4,4.5,4.5,5,4.5,4.5,44,150,270,176,84,6,2,2,13,377,66,"El Ensanche (Eixample)",41.386311,2.154546,"False","False","False","False","False","False","True","True","False",12,"True","False","True","False","False","True","Negocios",100,"True","True","False","True","False","False","False","False",12,"Caro","Eixample"
2,4.5,4.5,4.5,4.5,4.5,28,97,618,376,199,28,7,8,13,463,69,"El Ensanche (Eixample)",41.383625,2.159851,"False","False","False","True","False","True","True","True","False",12,"False","False","True","False","False","True","Moderno",100,"True","True","True","True","True","False","False","False",12,"Medio","Eixample"
3,4.5,4.5,4.5,4.5,4.5,23,116,412,276,102,14,10,10,9,404,60,"El Ensanche (Eixample)",41.395153,2.170209,"False","False","False","True","False","False","True","True","False",15,"False","False","True","False","False","True","Moderno",100,"True","True","True","True","False","False","False","False",13,"Medio","Eixample"
4,4.5,4.5,5,4.5,4.5,100,134,398,221,137,31,4,5,25,538,88,"El Ensanche (Eixample)",41.385933,2.160967,"True","False","False","True","False","True","True","True","False",28,"True","False","True","False","False","True","Tranquilo",100,"True","True","True","True","True","False","True","False",12,"Medio","Eixample"
3,4.5,4.5,4.5,4.5,4.5,82,116,1570,872,556,106,24,12,23,516,96,"El Ensanche (Eixample)",41.392628,2.156409,"False","False","False","True","False","True","True","True","False",56,"True","False","True","False","False","False","Moderno",100,"True","True","False","True","False","False","False","False",12,"Medio","Eixample"
4,4.5,4.5,4.5,4.5,4,98,127,2132,986,903,188,34,21,35,166,33,"Sants-Montjuïc",41.373219,2.147441,"False","True","True","False","False","True","True","True","False",188,"True","False","True","False","False","True","Tranquilo",100,"False","True","False","True","False","False","False","False",10,"Medio","Sants-Montjuïc"
4.5,4.5,4.5,4.5,4.5,4.5,122,139,1018,567,335,81,25,10,59,527,103,"El Ensanche (Eixample)",41.392036,2.157023,"True","True","True","True","True","True","True","True","False",91,"True","False","True","False","False","False","Moderno",100,"True","True","True","True","True","False","False","True",12,"Medio","Eixample"
3,4.5,5,4.5,4.5,4,107,154,1683,1038,487,106,24,30,46,472,109,"El Ensanche (Eixample)",41.394028,2.15965,"False","True","True","True","False","True","True","True","False",53,"True","False","True","False","False","False","Boutique",100,"True","False","True","True","True","False","False","False",12,"Caro","Eixample"
4,4.5,4.5,4.5,4.5,4.5,101,231,688,420,220,36,6,6,18,300,42,"El Ensanche (Eixample)",41.403198,2.171175,"False","False","True","False","False","False","True","True","False",19,"True","False","True","False","False","True","Barrio residencial",100,"False","False","False","False","False","False","False","False",14,"Caro","Eixample"
1,4.5,4,4.5,4.5,4.5,39,96.5,272,196,55,15,4,2,5,226,11,"El Ensanche (Eixample)",41.388664,2.144437,"False","False","False","True","False","True","True","False","False",13,"False","False","True","False","False","True","Moderno",98,"True","True","False","True","True","False","True","False",11,"Medio","Eixample"
2,4.5,4.5,4.5,5,4.5,27,103,224,146,58,12,7,1,4,487,116,"El Ensanche (Eixample)",41.393909,2.157982,"False","False","False","True","False","False","True","True","False",14,"False","False","True","False","False","True","Céntrico",100,"True","False","False","True","True","False","False","False",12,"Medio","Eixample"
2,4.5,5,4.5,4.5,4.5,34,80,528,317,167,27,11,6,8,686,314,"Ciutat Vella",41.385174,2.17542,"False","False","False","False","False","True","False","True","False",29,"False","False","True","False","False","True","Económico",100,"True","True","False","True","True","False","False","True",12,"Medio","Ciutat Vella"
NA,4.5,4.5,4.5,4.5,4.5,70,117,413,274,109,21,2,7,24,180,78,"El Parc i la Llacuna del Poblenou",41.390083,2.184483,"False","True","False","True","True","True","True","True","True",NA,"False","False","True","False","False","False","",100,"True","True","True","True","False","False","False","False",13,"Medio","Sant Martí"
NA,4.5,4.5,4.5,5,4.5,30,103,259,170,70,14,2,3,4,144,15,"Poblenou",41.398209,2.204583,"False","False","False","False","False","False","True","True","True",6,"False","False","True","False","False","False","Joya oculta",91,"True","True","False","True","False","False","False","False",15,"Medio","Sant Martí"
4,4,5,4.5,4.5,4,141,147.5,900,361,388,110,24,17,20,453,113,"El Ensanche (Eixample)",41.391136,2.168123,"False","True","True","True","False","True","True","True","False",91,"True","False","True","False","False","True","Clásico",100,"True","True","True","True","False","False","False","False",13,"Medio","Eixample"
2,4.5,5,4.5,4.5,4.5,79,90.5,218,98,93,18,6,3,2,457,166,"Ciutat Vella",41.388145,2.173097,"False","False","False","False","False","False","True","True","False",11,"True","False","True","True","True","False","Céntrico",100,"True","True","True","True","True","False","True","True",13,"Medio","Ciutat Vella"
3,4,4.5,4.5,4,4,247,107,881,266,418,133,39,25,12,485,74,"El Ensanche (Eixample)",41.384014,2.16314,"False","False","False","True","False","True","True","True","False",40,"False","False","True","False","True","False","",100,"True","True","True","True","True","False","False","False",12,"Medio","Eixample"
